"ID","trial","condition","Item","Phrasing","Answer","Question","interro_start","interro_stop","Confidence","ConfidenceRT","polyg_start","polyg_stop","RT"
1,1,"Interrogation","19","Direct","TRUTH","Which MRT station is closest to your house?",493.875555147766,499.541669286555,0.287037037037037,"5.497205173363909",NA,NA,5.66611413878854
1,2,"Interrogation","18","Direct","TRUTH","What was the last country you visited?",523.47289800935,527.639421170577,0.355555555555556,"4.735541135072708",NA,NA,4.16652316122781
1,3,"Interrogation","14","Indirect","LIE","Is your favourite flavour Vanilla?",547.353931492078,551.186728230678,0.301851851851852,"4.499679518863559",NA,NA,3.83279673859943
1,4,"Interrogation","21","Indirect","LIE","Are you from Nanyang Business School in NTU?",571.25165694207,575.201411336078,0.315740740740741,"3.76635416271165",NA,NA,3.94975439400878
1,5,"Interrogation","17","Indirect","LIE","Did you celebrate your 21st birthday at MBS?",594.416004424449,598.881999738282,0.269444444444444,"2.2662168595707044",NA,NA,4.46599531383254
1,6,"Interrogation","20","Direct","TRUTH","Which floor of the building is your house on?",613.147530723247,617.080439165002,0.315740740740741,"2.502733232686296",NA,NA,3.93290844175499
1,7,"Interrogation","26","Direct","LIE","How often do you smoke?",634.978291652631,637.84505329805,0.321296296296296,"2.4826750905485824",NA,NA,2.86676164541859
1,8,"Interrogation","1","Indirect","LIE","Are you from Temasek Primary School?",650.960360106663,654.860161466058,0.333333333333333,"2.200244900188409",NA,NA,3.8998013593955
1,9,"Interrogation","2","Direct","TRUTH","Which secondary school did you attend?",669.891849641455,672.958161009243,0.268518518518518,"2.950067496742122",NA,NA,3.06631136778742
1,10,"Interrogation","23","Indirect","TRUTH","Are you studying Linguistics and Multilingual Studies course in NTU?",688.839865930495,693.705893901759,0.5,"2.4004926877096295",NA,NA,4.86602797126397
1,11,"Interrogation","27","Indirect","TRUTH","Do you drink alcohol socially?",708.804671389749,712.204252999858,0.507407407407407,"2.5355493476381525",NA,NA,3.39958161010873
1,12,"Interrogation","30","Indirect","LIE","Do you use a Acer laptop?",731.135670995805,734.235348012415,0.413888888888889,"2.649663735413924",NA,NA,3.09967701660935
1,13,"Interrogation","16","Indirect","TRUTH","Do you have 2 siblings?",746.150548507227,749.183873093338,0.522222222222222,"2.2009702334180474",NA,NA,3.03332458611112
1,14,"Interrogation","2","Direct","LIE","Which secondary school did you attend?",770.165169376996,773.131490304717,0.334259259259259,"2.966867253417149",NA,NA,2.96632092772052
1,15,"Interrogation","7","Direct","TRUTH","What is your favourite sport?",785.263583396329,788.396556447726,0.516666666666667,"2.4176247951108962",NA,NA,3.13297305139713
1,16,"Interrogation","23","Direct","LIE","What course are you studying?",806.995124451932,809.561320651788,0.371296296296296,"2.7160979703767225",NA,NA,2.56619619985577
1,17,"Interrogation","26","Indirect","TRUTH","Do you smoke regularly?",825.642798573594,828.925590628525,0.491666666666667,"2.866771911038086",NA,NA,3.28279205493163
1,18,"Interrogation","30","Indirect","TRUTH","Do you use a Lenovo laptop?",845.824219135917,849.257335136645,0.352777777777778,"3.0834630442550406",NA,NA,3.43311600072775
1,19,"Interrogation","29","Direct","TRUTH","What brand of handphone do you use?",865.622356110718,868.321978975902,0.52962962962963,"5.017176378169097",NA,NA,2.69962286518421
1,20,"Interrogation","22","Indirect","TRUTH","Are you in your 1st year in NTU?",883.553685886087,886.72040281177,0.50462962962963,"2.3000290646450594",NA,NA,3.16671692568343
1,21,"Interrogation","7","Indirect","LIE","Is your favourite sport Hockey?",901.502164771548,904.568652259652,0.367592592592593,"3.233461376046762",NA,NA,3.06648748810403
1,22,"Interrogation","14","Direct","TRUTH","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",920.666496534715,923.899888617569,0.366666666666667,"2.733399782096967",NA,NA,3.23339208285324
1,23,"Interrogation","20","Indirect","LIE","Is your house on the 3rd floor of the building?",940.831509681186,944.431333945831,0.332407407407407,"2.549293145071715",NA,NA,3.59982426464558
1,24,"Interrogation","19","Direct","LIE","Which MRT station is closest to your house?",962.912753738347,966.079047205392,0.362037037037037,"2.432671048445627",NA,NA,3.16629346704576
1,25,"Interrogation","10","Indirect","LIE","Do you hate eating Eggplant the most?",987.793247311376,991.193018194637,0.358333333333333,"3.93473893776536",NA,NA,3.39977088326123
1,26,"Interrogation","22","Indirect","LIE","Are you in your 3rd year in NTU?",1007.74173165043,1010.97448533738,0.359259259259259,"3.3327351446496323",NA,NA,3.23275368695613
1,27,"Interrogation","10","Direct","TRUTH","What food do you hate the most?",1028.57293817378,1031.30572297855,0.388888888888889,"2.583148016827181",NA,NA,2.73278480477165
1,28,"Interrogation","6","Indirect","TRUTH","Were you in the Volleyball CCA during secondary school?",1046.58793277782,1050.95390204247,0.398148148148148,"2.5507258464349434",NA,NA,4.36596926464699
1,29,"Interrogation","27","Direct","LIE","How frequently do you drink alcohol?",1067.40191351948,1070.30199750548,0.337037037037037,"2.9829169751610607",NA,NA,2.90008398599457
1,30,"Interrogation","15","Indirect","LIE","Are you from Hwa Chong Institution (College)?",1091.76653317024,1094.89963614638,0.425,"2.7493221454788",NA,NA,3.13310297613498
1,31,"Interrogation","17","Direct","TRUTH","Where did you celebrate your 21st birthday?",1111.81451583933,1115.31425214012,0.385185185185185,"3.9662163462489843",NA,NA,3.49973630078603
1,32,"Interrogation","21","Indirect","TRUTH","Are you from the School of Humanities in NTU?",1130.34592042572,1134.24559410592,0.385185185185185,"2.0015953481197357",NA,NA,3.89967368019279
1,33,"Interrogation","28","Direct","LIE","What religion do you practice?",1149.71075148496,1152.41053443041,0.492592592592593,"1.9817470104899257",NA,NA,2.69978294544853
1,34,"Interrogation","28","Direct","TRUTH","What religion do you practice?",1164.17585881893,1166.5091980336,0.526851851851852,"1.8986785525921732",NA,NA,2.3333392146742
1,35,"Interrogation","1","Indirect","TRUTH","Are you from Tao Nan Primary School?",1178.27432127926,1181.47438203916,0.490740740740741,"2.3158599995076656",NA,NA,3.20006075990386
1,36,"Interrogation","6","Indirect","LIE","Were you in the Infocomm Club CCA during secondary school?",1202.22246941796,1205.88843406306,0.332407407407407,"2.7001419228035957",NA,NA,3.66596464510076
1,37,"Interrogation","18","Indirect","LIE","Was the last country you visited Malaysia?",1229.43612448138,1233.30254832236,0.488888888888889,"2.033594701322727",NA,NA,3.86642384098377
1,38,"Interrogation","16","Indirect","LIE","Do you have 4 siblings?",1246.26771019259,1248.86746805138,0.457407407407407,"5.133766394574195",NA,NA,2.59975785878487
1,39,"Interrogation","29","Direct","LIE","What brand of handphone do you use?",1266.03244975919,1268.83230911964,0.35462962962963,"3.1340660236310214",NA,NA,2.7998593604425
1,40,"Interrogation","15","Indirect","TRUTH","Are you from Singapore Polytechnic?",1292.01294788765,1295.27977491252,0.517592592592593,"2.6830303465249017",NA,NA,3.26682702486869
1,41,"Polygraph","30","Direct","LIE","What brand of laptop do you mainly use?",NA,NA,0.49537037037037,"3.001239899545908",1368.72223683656,1372.78845773824,4.06622090167366
1,42,"Polygraph","18","Indirect","TRUTH","Was the last country you visited Australia?",NA,NA,0.323148148148148,"2.0324317943304777",1388.80356398143,1393.00310536288,4.19954138144385
1,43,"Polygraph","7","Direct","LIE","What is your favourite sport?",NA,NA,0.349074074074074,"2.5994142798008397",1407.35161562276,1410.85128808406,3.49967246130109
1,44,"Polygraph","1","Direct","TRUTH","Which primary school are you from?",NA,NA,0.498148148148148,"2.217066150624305",1421.48364391236,1424.56666777877,3.08302386640571
1,45,"Polygraph","23","Direct","TRUTH","What course are you studying?",NA,NA,0.486111111111111,"2.4001378807006404",1436.99889227084,1441.46508327383,4.46619100298267
1,46,"Polygraph","7","Indirect","TRUTH","Is your favourite sport Kayaking?",NA,NA,0.381481481481481,"7.3667773647466674",1453.03064043622,1456.36356004199,3.3329196057748
1,47,"Polygraph","2","Indirect","TRUTH","Are you from Serangoon Secondary School?",NA,NA,0.689814814814815,"8.182355700060725",1471.31214992492,1475.52845256682,4.21630264190026
1,48,"Polygraph","27","Indirect","LIE","Do you drink alcohol rarely?",NA,NA,0.412037037037037,"3.7680191249819472",1499.72559531219,1503.55889186019,3.83329654799309
1,49,"Polygraph","23","Indirect","LIE","Are you studying Sociology course in NTU?",NA,NA,0.337037037037037,"2.551960292388685",1516.30743798579,1520.44056021003,4.13312222424429
1,50,"Polygraph","19","Indirect","LIE","Is the Canberra station the closest MRT to your house?",NA,NA,0.37037037037037,"1.9001093292608857",1535.70560518,1540.42194631824,4.71634113823529
1,51,"Polygraph","30","Direct","TRUTH","What brand of laptop do you mainly use?",NA,NA,0.519444444444444,"1.430953795555979",1551.95399956626,1555.62039793562,3.66639836935792
1,52,"Polygraph","22","Direct","TRUTH","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",NA,NA,0.503703703703704,"2.252473062253557",1566.45214885985,1569.73519980186,3.28305094200186
1,53,"Polygraph","21","Direct","LIE","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",NA,NA,0.330555555555556,"2.3834468758432195",1581.11800026183,1584.7174918548,3.59949159296229
1,54,"Polygraph","6","Direct","LIE","What CCA (Co-curricular Activity) did you join in secondary school?",NA,NA,0.5,"2.5678431971464306",1602.49876812054,1606.86535909935,4.36659097881056
1,55,"Polygraph","26","Direct","TRUTH","How often do you smoke?",NA,NA,0.839814814814815,"6.18267938925419",1619.33094988181,1622.03059263667,2.69964275485836
1,56,"Polygraph","10","Indirect","TRUTH","Do you hate eating cheese the most?",NA,NA,0.769444444444444,"4.3333129088860005",1638.31219002511,1642.4947301863,4.1825401611859
1,57,"Polygraph","14","Direct","LIE","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",NA,NA,0.518518518518518,"2.6335928407497704",1659.01015402342,1663.54288993799,4.532735914574
1,58,"Polygraph","28","Indirect","LIE","Is your religion Catholicism?",NA,NA,0.400925925925926,"2.7003575016278774",1678.12492316798,1682.42450503469,4.29958186671138
1,59,"Polygraph","16","Direct","TRUTH","How many siblings do you have? (Eg. 0, 1, 2, 3)",NA,NA,0.790740740740741,"3.186288411146961",1693.80639152986,1697.13960081968,3.33320928981993
1,60,"Polygraph","16","Direct","LIE","How many siblings do you have? (Eg. 0, 1, 2, 3)",NA,NA,0.366666666666667,"2.9161064395448193",1709.72196768376,1714.32147435448,4.59950667072553
1,61,"Polygraph","26","Indirect","LIE","Do you not smoke at all?",NA,NA,0.353703703703704,"3.3670667280675843",1732.1358852915,1735.40260484768,3.26671955618076
1,62,"Polygraph","6","Direct","TRUTH","What CCA (Co-curricular Activity) did you join in secondary school?",NA,NA,0.54537037037037,"2.668140965513885",1755.76717990707,1761.73313544132,5.96595553425141
1,63,"Polygraph","22","Direct","LIE","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",NA,NA,0.477777777777778,"1.7811816290486604",1773.79844943585,1777.79844301986,3.99999358400237
1,64,"Polygraph","20","Direct","LIE","Which floor of the building is your house on?",NA,NA,0.356481481481482,"2.9829570753499866",1789.77998182981,1794.77997926332,4.99999743350782
1,65,"Polygraph","29","Indirect","LIE","Do you use a Samsung phone?",NA,NA,0.302777777777778,"2.566338635981083",1808.1786029588,1811.52835568471,3.34975272591691
1,66,"Polygraph","27","Direct","TRUTH","How frequently do you drink alcohol?",NA,NA,0.550925925925926,"3.2661738720489666",1822.86041457881,1826.29323447926,3.43281990045216
1,67,"Polygraph","20","Indirect","TRUTH","Is your house on the 12th floor of the building?",NA,NA,0.656481481481481,"2.434086105786264",1838.97526296135,1843.24138518434,4.26612222299445
1,68,"Polygraph","2","Indirect","LIE","Are you from Nanyang Girls' High School?",NA,NA,0.537037037037037,"2.4844407845521346",1855.72357137268,1859.54032705119,3.81675567850471
1,69,"Polygraph","15","Direct","TRUTH","Which polytechnic or junior college are you from?",NA,NA,0.701851851851852,"2.749000701936893",1870.73872220737,1874.28869256517,3.54997035779525
1,70,"Polygraph","28","Indirect","TRUTH","Is your religion a free-thinker?",NA,NA,0.675925925925926,"2.533170280396007",1885.95384943101,1889.58725299849,3.63340356748085
1,71,"Polygraph","10","Direct","LIE","What food do you hate the most?",NA,NA,0.689814814814815,"3.933612602064386",1905.48533550114,1909.13483562751,3.64950012636837
1,72,"Polygraph","17","Direct","LIE","Where did you celebrate your 21st birthday?",NA,NA,0.27037037037037,"4.53323411999736",1923.75011516793,1929.2663913758,5.51627620786894
1,73,"Polygraph","19","Indirect","TRUTH","Is the Bedok station the closest MRT to your house?",NA,NA,0.672222222222222,"2.0341580295935273",1945.43136538449,1950.14783805143,4.71647266694345
1,74,"Polygraph","29","Indirect","TRUTH","Do you use a Xiaomi phone?",NA,NA,0.689814814814815,"2.5672920594224706",1962.07991529547,1966.09612253099,4.01620723551605
1,75,"Polygraph","14","Indirect","TRUTH","Is your favourite flavour Chocolate?",NA,NA,0.705555555555555,"1.9648022511973977",1976.96178767527,1981.42805246264,4.46626478736289
1,76,"Polygraph","15","Direct","LIE","Which polytechnic or junior college are you from?",NA,NA,0.538888888888889,"2.6670627500861883",1992.27695378009,1995.64316396706,3.36621018697042
